ID:639 has a score of 4.33, Letter grade: F
ID:713 has a score of 33.67, Letter grade: F
ID:148 has a score of 33.67, Letter grade: F
ID:118 has a score of 33.67, Letter grade: F
ID:228 has a score of 34.0, Letter grade: F
ID:182 has a score of 34.0, Letter grade: F
ID:818 has a score of 34.0, Letter grade: F
ID:484 has a score of 34.0, Letter grade: F
ID:228 has a score of 34.0, Letter grade: F
ID:182 has a score of 34.0, Letter grade: F
ID:818 has a score of 34.0, Letter grade: F
ID:484 has a score of 34.0, Letter grade: F
ID:228 has a score of 34.0, Letter grade: F
ID:182 has a score of 34.0, Letter grade: F
ID:818 has a score of 34.0, Letter grade: F
ID:484 has a score of 34.0, Letter grade: F
ID:228 has a score of 34.0, Letter grade: F
ID:182 has a score of 34.0, Letter grade: F
ID:818 has a score of 34.0, Letter grade: F
ID:484 has a score of 34.0, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:501 has a score of 34.33, Letter grade: F
ID:551 has a score of 34.33, Letter grade: F
ID:945 has a score of 34.33, Letter grade: F
ID:514 has a score of 34.33, Letter grade: F
ID:584 has a score of 34.33, Letter grade: F
ID:238 has a score of 34.33, Letter grade: F
ID:866 has a score of 34.33, Letter grade: F
ID:214 has a score of 34.33, Letter grade: F
ID:879 has a score of 34.67, Letter grade: F
ID:106 has a score of 34.67, Letter grade: F
ID:132 has a score of 34.67, Letter grade: F
ID:879 has a score of 34.67, Letter grade: F
ID:106 has a score of 34.67, Letter grade: F
ID:132 has a score of 34.67, Letter grade: F
ID:879 has a score of 34.67, Letter grade: F
ID:106 has a score of 34.67, Letter grade: F
ID:132 has a score of 34.67, Letter grade: F
ID:178 has a score of 35.0, Letter grade: F
ID:986 has a score of 35.0, Letter grade: F
ID:315 has a score of 35.0, Letter grade: F
ID:495 has a score of 35.0, Letter grade: F
ID:372 has a score of 35.0, Letter grade: F
ID:440 has a score of 35.0, Letter grade: F
ID:709 has a score of 35.0, Letter grade: F
ID:178 has a score of 35.0, Letter grade: F
ID:986 has a score of 35.0, Letter grade: F
ID:315 has a score of 35.0, Letter grade: F
ID:495 has a score of 35.0, Letter grade: F
ID:372 has a score of 35.0, Letter grade: F
ID:440 has a score of 35.0, Letter grade: F
ID:709 has a score of 35.0, Letter grade: F
ID:178 has a score of 35.0, Letter grade: F
ID:986 has a score of 35.0, Letter grade: F
ID:315 has a score of 35.0, Letter grade: F
ID:495 has a score of 35.0, Letter grade: F
ID:372 has a score of 35.0, Letter grade: F
ID:440 has a score of 35.0, Letter grade: F
ID:709 has a score of 35.0, Letter grade: F
ID:178 has a score of 35.0, Letter grade: F
ID:986 has a score of 35.0, Letter grade: F
ID:315 has a score of 35.0, Letter grade: F
ID:495 has a score of 35.0, Letter grade: F
ID:372 has a score of 35.0, Letter grade: F
ID:440 has a score of 35.0, Letter grade: F
ID:709 has a score of 35.0, Letter grade: F
ID:178 has a score of 35.0, Letter grade: F
ID:986 has a score of 35.0, Letter grade: F
ID:315 has a score of 35.0, Letter grade: F
ID:495 has a score of 35.0, Letter grade: F
ID:372 has a score of 35.0, Letter grade: F
ID:440 has a score of 35.0, Letter grade: F
ID:709 has a score of 35.0, Letter grade: F
ID:178 has a score of 35.0, Letter grade: F
ID:986 has a score of 35.0, Letter grade: F
ID:315 has a score of 35.0, Letter grade: F
ID:495 has a score of 35.0, Letter grade: F
ID:372 has a score of 35.0, Letter grade: F
ID:440 has a score of 35.0, Letter grade: F
ID:709 has a score of 35.0, Letter grade: F
ID:178 has a score of 35.0, Letter grade: F
ID:986 has a score of 35.0, Letter grade: F
ID:315 has a score of 35.0, Letter grade: F
ID:495 has a score of 35.0, Letter grade: F
ID:372 has a score of 35.0, Letter grade: F
ID:440 has a score of 35.0, Letter grade: F
ID:709 has a score of 35.0, Letter grade: F
ID:552 has a score of 35.33, Letter grade: F
ID:995 has a score of 35.33, Letter grade: F
ID:552 has a score of 35.33, Letter grade: F
ID:995 has a score of 35.33, Letter grade: F
ID:346 has a score of 35.67, Letter grade: F
ID:851 has a score of 35.67, Letter grade: F
ID:858 has a score of 35.67, Letter grade: F
ID:252 has a score of 35.67, Letter grade: F
ID:346 has a score of 35.67, Letter grade: F
ID:851 has a score of 35.67, Letter grade: F
ID:858 has a score of 35.67, Letter grade: F
ID:252 has a score of 35.67, Letter grade: F
ID:346 has a score of 35.67, Letter grade: F
ID:851 has a score of 35.67, Letter grade: F
ID:858 has a score of 35.67, Letter grade: F
ID:252 has a score of 35.67, Letter grade: F
ID:346 has a score of 35.67, Letter grade: F
ID:851 has a score of 35.67, Letter grade: F
ID:858 has a score of 35.67, Letter grade: F
ID:252 has a score of 35.67, Letter grade: F
ID:399 has a score of 36.0, Letter grade: F
ID:213 has a score of 36.0, Letter grade: F
ID:202 has a score of 36.0, Letter grade: F
ID:928 has a score of 36.0, Letter grade: F
ID:399 has a score of 36.0, Letter grade: F
ID:213 has a score of 36.0, Letter grade: F
ID:202 has a score of 36.0, Letter grade: F
ID:928 has a score of 36.0, Letter grade: F
ID:399 has a score of 36.0, Letter grade: F
ID:213 has a score of 36.0, Letter grade: F
ID:202 has a score of 36.0, Letter grade: F
ID:928 has a score of 36.0, Letter grade: F
ID:399 has a score of 36.0, Letter grade: F
ID:213 has a score of 36.0, Letter grade: F
ID:202 has a score of 36.0, Letter grade: F
ID:928 has a score of 36.0, Letter grade: F
ID:206 has a score of 36.33, Letter grade: F
ID:524 has a score of 36.33, Letter grade: F
ID:427 has a score of 36.33, Letter grade: F
ID:444 has a score of 36.33, Letter grade: F
ID:706 has a score of 36.33, Letter grade: F
ID:206 has a score of 36.33, Letter grade: F
ID:524 has a score of 36.33, Letter grade: F
ID:427 has a score of 36.33, Letter grade: F
ID:444 has a score of 36.33, Letter grade: F
ID:706 has a score of 36.33, Letter grade: F
ID:206 has a score of 36.33, Letter grade: F
ID:524 has a score of 36.33, Letter grade: F
ID:427 has a score of 36.33, Letter grade: F
ID:444 has a score of 36.33, Letter grade: F
ID:706 has a score of 36.33, Letter grade: F
ID:206 has a score of 36.33, Letter grade: F
ID:524 has a score of 36.33, Letter grade: F
ID:427 has a score of 36.33, Letter grade: F
ID:444 has a score of 36.33, Letter grade: F
ID:706 has a score of 36.33, Letter grade: F
ID:206 has a score of 36.33, Letter grade: F
ID:524 has a score of 36.33, Letter grade: F
ID:427 has a score of 36.33, Letter grade: F
ID:444 has a score of 36.33, Letter grade: F
ID:706 has a score of 36.33, Letter grade: F
ID:829 has a score of 36.67, Letter grade: F
ID:573 has a score of 36.67, Letter grade: F
ID:974 has a score of 36.67, Letter grade: F
ID:967 has a score of 36.67, Letter grade: F
ID:907 has a score of 36.67, Letter grade: F
ID:477 has a score of 36.67, Letter grade: F
ID:829 has a score of 36.67, Letter grade: F
ID:573 has a score of 36.67, Letter grade: F
ID:974 has a score of 36.67, Letter grade: F
ID:967 has a score of 36.67, Letter grade: F
ID:907 has a score of 36.67, Letter grade: F
ID:477 has a score of 36.67, Letter grade: F
ID:829 has a score of 36.67, Letter grade: F
ID:573 has a score of 36.67, Letter grade: F
ID:974 has a score of 36.67, Letter grade: F
ID:967 has a score of 36.67, Letter grade: F
ID:907 has a score of 36.67, Letter grade: F
ID:477 has a score of 36.67, Letter grade: F
ID:829 has a score of 36.67, Letter grade: F
ID:573 has a score of 36.67, Letter grade: F
ID:974 has a score of 36.67, Letter grade: F
ID:967 has a score of 36.67, Letter grade: F
ID:907 has a score of 36.67, Letter grade: F
ID:477 has a score of 36.67, Letter grade: F
ID:829 has a score of 36.67, Letter grade: F
ID:573 has a score of 36.67, Letter grade: F
ID:974 has a score of 36.67, Letter grade: F
ID:967 has a score of 36.67, Letter grade: F
ID:907 has a score of 36.67, Letter grade: F
ID:477 has a score of 36.67, Letter grade: F
ID:829 has a score of 36.67, Letter grade: F
ID:573 has a score of 36.67, Letter grade: F
ID:974 has a score of 36.67, Letter grade: F
ID:967 has a score of 36.67, Letter grade: F
ID:907 has a score of 36.67, Letter grade: F
ID:477 has a score of 36.67, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:766 has a score of 37.0, Letter grade: F
ID:233 has a score of 37.0, Letter grade: F
ID:837 has a score of 37.0, Letter grade: F
ID:923 has a score of 37.0, Letter grade: F
ID:856 has a score of 37.0, Letter grade: F
ID:939 has a score of 37.0, Letter grade: F
ID:934 has a score of 37.0, Letter grade: F
ID:653 has a score of 37.0, Letter grade: F
ID:192 has a score of 37.0, Letter grade: F
ID:680 has a score of 37.33, Letter grade: F
ID:563 has a score of 37.33, Letter grade: F
ID:251 has a score of 37.33, Letter grade: F
ID:568 has a score of 37.33, Letter grade: F
ID:480 has a score of 37.33, Letter grade: F
ID:680 has a score of 37.33, Letter grade: F
ID:563 has a score of 37.33, Letter grade: F
ID:251 has a score of 37.33, Letter grade: F
ID:568 has a score of 37.33, Letter grade: F
ID:480 has a score of 37.33, Letter grade: F
ID:680 has a score of 37.33, Letter grade: F
ID:563 has a score of 37.33, Letter grade: F
ID:251 has a score of 37.33, Letter grade: F
ID:568 has a score of 37.33, Letter grade: F
ID:480 has a score of 37.33, Letter grade: F
ID:680 has a score of 37.33, Letter grade: F
ID:563 has a score of 37.33, Letter grade: F
ID:251 has a score of 37.33, Letter grade: F
ID:568 has a score of 37.33, Letter grade: F
ID:480 has a score of 37.33, Letter grade: F
ID:680 has a score of 37.33, Letter grade: F
ID:563 has a score of 37.33, Letter grade: F
ID:251 has a score of 37.33, Letter grade: F
ID:568 has a score of 37.33, Letter grade: F
ID:480 has a score of 37.33, Letter grade: F
ID:574 has a score of 37.67, Letter grade: F
ID:506 has a score of 38.0, Letter grade: F
ID:223 has a score of 38.0, Letter grade: F
ID:133 has a score of 38.0, Letter grade: F
ID:402 has a score of 38.0, Letter grade: F
ID:522 has a score of 38.0, Letter grade: F
ID:506 has a score of 38.0, Letter grade: F
ID:223 has a score of 38.0, Letter grade: F
ID:133 has a score of 38.0, Letter grade: F
ID:402 has a score of 38.0, Letter grade: F
ID:522 has a score of 38.0, Letter grade: F
ID:506 has a score of 38.0, Letter grade: F
ID:223 has a score of 38.0, Letter grade: F
ID:133 has a score of 38.0, Letter grade: F
ID:402 has a score of 38.0, Letter grade: F
ID:522 has a score of 38.0, Letter grade: F
ID:506 has a score of 38.0, Letter grade: F
ID:223 has a score of 38.0, Letter grade: F
ID:133 has a score of 38.0, Letter grade: F
ID:402 has a score of 38.0, Letter grade: F
ID:522 has a score of 38.0, Letter grade: F
ID:506 has a score of 38.0, Letter grade: F
ID:223 has a score of 38.0, Letter grade: F
ID:133 has a score of 38.0, Letter grade: F
ID:402 has a score of 38.0, Letter grade: F
ID:522 has a score of 38.0, Letter grade: F
ID:641 has a score of 38.33, Letter grade: F
ID:196 has a score of 38.33, Letter grade: F
ID:984 has a score of 38.33, Letter grade: F
